,User ID,Subscription Type,Period Revenue,Join Date,Payment Date,Country,Age,Gender,Device,Plan Duration
1531,1532,Basic,3.0,2022-09-26,2023-07-07,Brazil,44,Female,Tablet,1 Month
1532,1533,Basic,3.0,2022-09-30,2023-03-07,Mexico,37,Male,Tablet,1 Month
1533,1534,Standard,4.2,2022-02-10,2023-06-07,Spain,30,Female,Tablet,1 Month
1534,1535,Standard,4.2,2022-06-10,2023-05-07,Italy,31,Female,Smart TV,1 Month
1535,1536,Basic,24.990000000000002,2022-07-10,2023-06-07,Spain,31,Female,Laptop,12 Months
1536,1537,Basic,3.0,2022-09-10,2023-06-07,Spain,44,Male,Tablet,1 Month
1537,1538,Standard,4.2,2022-11-10,2023-05-07,United States,44,Female,Smart TV,1 Month
1538,1539,Basic,24.990000000000002,2022-12-10,2023-05-07,Canada,34,Male,Laptop,12 Months
1539,1540,Basic,24.990000000000002,2022-10-16,2023-06-07,United States,42,Male,Laptop,12 Months
1540,1541,Basic,24.990000000000002,2022-10-17,2023-07-07,United States,33,Male,Smartphone,12 Months
1541,1542,Basic,3.0,2022-10-21,2023-07-07,Canada,35,Male,Smart TV,1 Month
1542,1543,Standard,34.986000000000004,2022-10-23,2023-06-07,United Kingdom,34,Female,Laptop,12 Months
1543,1544,Basic,24.990000000000002,2022-10-25,2023-05-07,Australia,47,Male,Tablet,12 Months
1544,1545,Basic,24.990000000000002,2022-10-27,2023-06-07,Germany,43,Female,Laptop,12 Months
1545,1546,Basic,3.0,2022-10-29,2023-08-07,France,43,Male,Smart TV,1 Month
1546,1547,Standard,34.986000000000004,2022-01-11,2023-05-07,Brazil,35,Female,Smartphone,12 Months
1547,1548,Basic,3.0,2022-04-11,2023-06-07,Mexico,39,Male,Tablet,1 Month
1548,1549,Basic,24.990000000000002,2022-04-11,2023-06-07,Spain,39,Male,Tablet,12 Months
1549,1550,Basic,3.0,2022-04-11,2023-07-07,Italy,49,Female,Smart TV,1 Month
1550,1551,Basic,3.0,2022-05-11,2023-04-07,Spain,30,Male,Tablet,1 Month
1551,1552,Basic,24.990000000000002,2022-02-11,2023-05-07,Spain,31,Female,Tablet,12 Months
1552,1553,Basic,3.0,2022-03-11,2023-06-07,United States,39,Male,Tablet,1 Month
1553,1554,Basic,24.990000000000002,2022-10-30,2023-06-07,Canada,30,Female,Laptop,12 Months
1554,1555,Standard,4.2,2022-10-31,2023-04-07,United States,43,Female,Smartphone,1 Month
1555,1556,Basic,24.990000000000002,2022-10-14,2023-05-07,United States,29,Female,Smartphone,12 Months
1556,1557,Basic,3.0,2022-09-26,2023-05-07,Canada,46,Male,Smart TV,1 Month
1557,1558,Basic,24.990000000000002,2022-09-17,2023-06-07,United Kingdom,35,Male,Smartphone,12 Months
1558,1559,Basic,24.990000000000002,2022-09-16,2023-03-07,Australia,30,Male,Tablet,12 Months
1559,1560,Premium,7.5,2022-12-09,2023-07-07,Germany,39,Female,Smart TV,1 Month
1560,1561,Basic,24.990000000000002,2022-12-09,2023-06-07,France,41,Male,Laptop,12 Months
1561,1562,Basic,24.990000000000002,2022-08-29,2023-05-07,Brazil,27,Male,Smartphone,12 Months
1562,1563,Basic,24.990000000000002,2022-08-25,2023-03-07,Mexico,42,Male,Laptop,12 Months
1563,1564,Basic,24.990000000000002,2022-08-15,2023-06-07,Spain,45,Female,Tablet,12 Months
1564,1565,Basic,3.0,2022-11-08,2023-07-07,Italy,36,Female,Smart TV,1 Month
1565,1566,Basic,3.0,2022-10-08,2023-06-07,Spain,35,Male,Laptop,1 Month
1566,1567,Basic,3.0,2022-07-26,2023-04-07,Spain,38,Male,Smartphone,1 Month
1567,1568,Basic,3.0,2022-07-19,2023-06-07,United States,41,Female,Smart TV,1 Month
1568,1569,Basic,24.990000000000002,2022-07-17,2023-06-07,Canada,43,Male,Tablet,12 Months
1569,1570,Basic,3.0,2022-07-17,2023-06-07,United States,44,Male,Tablet,1 Month
1570,1571,Basic,24.990000000000002,2022-07-17,2023-04-07,United States,35,Male,Tablet,12 Months
1571,1572,Basic,24.990000000000002,2022-11-07,2023-06-07,Canada,39,Male,Laptop,12 Months
1572,1573,Basic,3.0,2022-07-07,2023-05-07,United Kingdom,43,Male,Smart TV,1 Month
1573,1574,Basic,3.0,2022-07-07,2023-06-07,Australia,36,Male,Smart TV,1 Month
1574,1575,Basic,24.990000000000002,2022-08-07,2023-05-07,Germany,49,Female,Laptop,12 Months
1575,1576,Premium,62.475,2022-06-07,2023-08-07,France,29,Female,Smartphone,12 Months
1576,1577,Basic,24.990000000000002,2022-03-07,2023-04-07,Brazil,45,Male,Tablet,12 Months
1577,1578,Basic,24.990000000000002,2022-06-30,2023-06-07,Mexico,44,Female,Laptop,12 Months
1578,1579,Premium,7.5,2022-06-27,2023-04-07,Spain,40,Female,Smart TV,1 Month
1579,1580,Basic,3.0,2022-06-26,2023-08-07,Italy,51,Female,Smart TV,1 Month
1580,1581,Premium,7.5,2022-06-27,2023-05-07,Spain,30,Female,Smart TV,1 Month
1581,1582,Basic,3.0,2022-06-28,2023-08-07,Spain,50,Male,Smart TV,1 Month
1582,1583,Basic,3.0,2022-06-30,2023-06-07,United States,39,Male,Tablet,1 Month
1583,1584,Basic,3.0,2022-02-07,2023-07-07,Canada,51,Male,Tablet,1 Month
1584,1585,Basic,3.0,2022-05-07,2023-05-07,United States,42,Male,Laptop,1 Month
1585,1586,Premium,7.5,2022-11-07,2023-07-07,United States,34,Female,Tablet,1 Month
1586,1587,Basic,24.990000000000002,2022-07-18,2023-06-07,Canada,28,Male,Tablet,12 Months
1587,1588,Basic,24.990000000000002,2022-07-25,2023-07-07,United Kingdom,43,Male,Tablet,12 Months
1588,1589,Standard,34.986000000000004,2022-07-28,2023-06-07,Australia,27,Female,Tablet,12 Months
1589,1590,Standard,4.2,2022-05-08,2023-08-07,Germany,49,Female,Smart TV,1 Month
1590,1591,Basic,24.990000000000002,2022-09-08,2023-05-07,France,35,Female,Laptop,12 Months
1591,1592,Basic,24.990000000000002,2022-08-14,2023-06-07,Brazil,34,Male,Tablet,12 Months
1592,1593,Basic,3.0,2022-08-15,2023-05-07,Mexico,28,Male,Smartphone,1 Month
1593,1594,Standard,4.2,2022-08-16,2023-07-07,Spain,49,Female,Tablet,1 Month
1594,1595,Basic,24.990000000000002,2022-08-25,2023-04-07,Italy,51,Female,Tablet,12 Months
1595,1596,Basic,3.0,2022-08-27,2023-06-07,Spain,36,Male,Laptop,1 Month
1596,1597,Basic,3.0,2022-06-09,2023-06-07,Spain,37,Male,Smart TV,1 Month
1597,1598,Basic,24.990000000000002,2022-08-09,2023-07-07,United States,48,Male,Laptop,12 Months
1598,1599,Basic,3.0,2022-09-13,2023-04-07,Canada,45,Female,Smart TV,1 Month
1599,1600,Basic,24.990000000000002,2022-09-15,2023-06-07,United States,39,Male,Tablet,12 Months
1600,1601,Basic,24.990000000000002,2022-09-19,2023-05-07,United States,39,Male,Smartphone,12 Months
1601,1602,Standard,4.2,2022-09-22,2023-07-07,Canada,46,Female,Smart TV,1 Month
1602,1603,Basic,3.0,2022-09-24,2023-06-07,United Kingdom,30,Female,Smartphone,1 Month
1603,1604,Standard,34.986000000000004,2022-09-30,2023-06-07,Australia,32,Female,Smartphone,12 Months
1604,1605,Basic,24.990000000000002,2022-03-10,2023-05-07,Germany,39,Male,Laptop,12 Months
1605,1606,Premium,7.5,2022-08-10,2023-07-07,France,35,Female,Smartphone,1 Month
1606,1607,Standard,4.2,2022-09-10,2023-07-07,Brazil,41,Female,Smartphone,1 Month
1607,1608,Premium,7.5,2022-12-10,2023-08-07,Mexico,32,Female,Smart TV,1 Month
1608,1609,Basic,3.0,2022-10-15,2023-06-07,Spain,41,Female,Smart TV,1 Month
1609,1610,Basic,3.0,2022-10-17,2023-06-07,Italy,36,Female,Smart TV,1 Month
1610,1611,Basic,24.990000000000002,2022-10-19,2023-07-07,Spain,49,Male,Laptop,12 Months
1611,1612,Basic,24.990000000000002,2022-10-22,2023-09-07,Spain,30,Female,Smartphone,12 Months
1612,1613,Standard,34.986000000000004,2022-10-23,2023-06-07,United States,40,Female,Smartphone,12 Months
1613,1614,Standard,34.986000000000004,2022-10-27,2023-07-07,Canada,46,Female,Tablet,12 Months
1614,1615,Standard,4.2,2022-10-28,2023-06-07,United States,30,Female,Smart TV,1 Month
1615,1616,Basic,3.0,2022-01-11,2023-08-07,United States,48,Male,Laptop,1 Month
1616,1617,Basic,24.990000000000002,2022-04-11,2023-05-07,Canada,50,Male,Tablet,12 Months
1617,1618,Basic,3.0,2022-05-11,2023-06-07,United Kingdom,27,Male,Smart TV,1 Month
1618,1619,Basic,3.0,2022-04-11,2023-07-07,Australia,51,Female,Laptop,1 Month
1619,1620,Basic,24.990000000000002,2022-05-11,2023-07-07,Germany,38,Male,Smartphone,12 Months
1620,1621,Basic,3.0,2022-04-11,2023-05-07,France,39,Male,Laptop,1 Month
1621,1622,Basic,3.0,2022-05-11,2023-05-07,Brazil,45,Female,Smart TV,1 Month
1622,1623,Basic,3.0,2022-03-11,2023-06-07,Mexico,29,Male,Laptop,1 Month
1623,1624,Basic,24.990000000000002,2022-10-31,2023-07-07,Spain,35,Male,Smartphone,12 Months
1624,1625,Standard,4.2,2022-10-26,2023-04-07,Italy,51,Female,Smart TV,1 Month
1625,1626,Basic,3.0,2022-10-16,2023-06-07,Spain,51,Male,Smart TV,1 Month
1626,1627,Premium,62.475,2022-10-16,2023-07-07,Spain,42,Female,Smartphone,12 Months
1627,1628,Basic,3.0,2022-09-17,2023-06-07,United States,48,Female,Laptop,1 Month
1628,1629,Basic,3.0,2022-12-09,2023-04-07,Canada,40,Male,Smart TV,1 Month
1629,1630,Basic,3.0,2022-09-13,2023-07-07,United States,39,Male,Smart TV,1 Month
1630,1631,Basic,3.0,2022-09-09,2023-07-07,United States,44,Male,Laptop,1 Month
1631,1632,Standard,4.2,2022-03-09,2023-06-07,Canada,27,Female,Laptop,1 Month
1632,1633,Basic,24.990000000000002,2022-08-31,2023-05-07,United Kingdom,35,Male,Tablet,12 Months
1633,1634,Basic,3.0,2022-08-25,2023-07-07,Australia,45,Male,Smart TV,1 Month
1634,1635,Basic,24.990000000000002,2022-08-15,2023-07-07,Germany,33,Male,Tablet,12 Months
1635,1636,Premium,7.5,2022-08-16,2023-07-07,France,32,Female,Smart TV,1 Month
1636,1637,Standard,4.2,2022-07-28,2023-05-07,Brazil,51,Female,Laptop,1 Month
1637,1638,Standard,34.986000000000004,2022-07-28,2023-06-07,Mexico,40,Female,Tablet,12 Months
1638,1639,Basic,24.990000000000002,2022-07-22,2023-06-07,Spain,47,Male,Laptop,12 Months
1639,1640,Basic,3.0,2022-07-19,2023-06-07,Italy,42,Male,Smart TV,1 Month
1640,1641,Basic,3.0,2022-07-16,2023-06-07,Spain,41,Male,Tablet,1 Month
1641,1642,Basic,3.0,2022-07-15,2023-09-07,Spain,43,Male,Tablet,1 Month
1642,1643,Standard,34.986000000000004,2022-07-16,2023-05-07,United States,42,Female,Tablet,12 Months
1643,1644,Basic,3.0,2022-09-07,2023-06-07,Canada,28,Male,Smartphone,1 Month
1644,1645,Basic,24.990000000000002,2022-07-07,2023-05-07,United States,40,Female,Laptop,12 Months
1645,1646,Basic,24.990000000000002,2022-07-07,2023-09-07,United States,46,Female,Tablet,12 Months
1646,1647,Basic,24.990000000000002,2022-06-07,2023-05-07,Canada,39,Female,Laptop,12 Months
1647,1648,Standard,34.986000000000004,2022-06-30,2023-06-07,United Kingdom,41,Female,Smartphone,12 Months
1648,1649,Basic,3.0,2022-06-27,2023-05-07,Australia,30,Male,Tablet,1 Month
1649,1650,Basic,3.0,2022-06-28,2023-08-07,Germany,32,Male,Tablet,1 Month
1650,1651,Basic,3.0,2022-06-28,2023-06-07,France,38,Male,Smart TV,1 Month
1651,1652,Basic,3.0,2022-06-29,2023-08-07,Brazil,38,Male,Tablet,1 Month
1652,1653,Basic,24.990000000000002,2022-01-07,2023-06-07,Mexico,32,Male,Smartphone,12 Months
1653,1654,Basic,24.990000000000002,2022-03-07,2023-07-07,Spain,27,Male,Tablet,12 Months
1654,1655,Standard,34.986000000000004,2022-04-07,2023-06-07,Italy,50,Female,Tablet,12 Months
1655,1656,Basic,24.990000000000002,2022-10-07,2023-07-07,Spain,30,Male,Smartphone,12 Months
1656,1657,Basic,24.990000000000002,2022-07-23,2023-06-07,Spain,49,Male,Smartphone,12 Months
1657,1658,Basic,24.990000000000002,2022-07-24,2023-07-07,United States,32,Female,Laptop,12 Months
1658,1659,Basic,3.0,2022-07-26,2023-06-07,Canada,35,Male,Smartphone,1 Month
1659,1660,Basic,24.990000000000002,2022-07-08,2023-08-07,United States,44,Male,Tablet,12 Months
1660,1661,Basic,3.0,2022-10-08,2023-05-07,United States,49,Female,Laptop,1 Month
1661,1662,Basic,24.990000000000002,2022-08-14,2023-06-07,Canada,39,Male,Smartphone,12 Months
1662,1663,Standard,4.2,2022-08-16,2023-06-07,United Kingdom,38,Female,Smartphone,1 Month
1663,1664,Basic,24.990000000000002,2022-08-20,2023-08-07,Australia,38,Female,Laptop,12 Months
1664,1665,Basic,3.0,2022-08-25,2023-05-07,Germany,37,Male,Smartphone,1 Month
1665,1666,Basic,24.990000000000002,2022-08-28,2023-07-07,France,28,Male,Laptop,12 Months
1666,1667,Basic,3.0,2022-05-09,2023-06-07,Brazil,49,Male,Tablet,1 Month
1667,1668,Basic,3.0,2022-08-09,2023-08-07,Mexico,33,Female,Tablet,1 Month
1668,1669,Basic,24.990000000000002,2022-09-14,2023-05-07,Spain,48,Male,Tablet,12 Months
1669,1670,Basic,24.990000000000002,2022-09-16,2023-06-07,Italy,34,Male,Tablet,12 Months
1670,1671,Premium,62.475,2022-09-19,2023-06-07,Spain,39,Female,Smartphone,12 Months
1671,1672,Basic,24.990000000000002,2022-09-23,2023-07-07,Spain,30,Male,Tablet,12 Months
1672,1673,Basic,24.990000000000002,2022-09-29,2023-07-07,United States,37,Male,Tablet,12 Months
1673,1674,Basic,3.0,2022-02-10,2023-06-07,Canada,38,Male,Smart TV,1 Month
1674,1675,Standard,34.986000000000004,2022-08-10,2023-05-07,United States,42,Female,Laptop,12 Months
1675,1676,Basic,24.990000000000002,2022-09-10,2023-07-07,United States,35,Female,Laptop,12 Months
1676,1677,Basic,24.990000000000002,2022-11-10,2023-08-07,Canada,30,Male,Tablet,12 Months
1677,1678,Standard,4.2,2022-10-14,2023-09-07,United Kingdom,48,Female,Smart TV,1 Month
1678,1679,Basic,3.0,2022-10-16,2023-06-07,Australia,48,Male,Tablet,1 Month
1679,1680,Basic,24.990000000000002,2022-10-18,2023-07-07,Germany,32,Male,Laptop,12 Months
1680,1681,Basic,3.0,2022-10-22,2023-07-07,France,27,Male,Smart TV,1 Month
1681,1682,Standard,34.986000000000004,2022-10-23,2023-09-07,Brazil,48,Female,Laptop,12 Months
1682,1683,Basic,24.990000000000002,2022-10-26,2023-06-07,Mexico,33,Male,Laptop,12 Months
1683,1684,Basic,24.990000000000002,2022-10-27,2023-07-07,Spain,28,Male,Smartphone,12 Months
1684,1685,Basic,24.990000000000002,2022-10-31,2023-07-07,Italy,46,Male,Laptop,12 Months
1685,1686,Basic,24.990000000000002,2022-01-11,2023-08-07,Spain,40,Male,Laptop,12 Months
1686,1687,Basic,3.0,2022-03-11,2023-05-07,Spain,49,Male,Smartphone,1 Month
1687,1688,Basic,3.0,2022-04-11,2023-06-07,United States,41,Female,Tablet,1 Month
1688,1689,Basic,3.0,2022-05-11,2023-07-07,Canada,38,Male,Tablet,1 Month
1689,1690,Basic,3.0,2022-05-11,2023-07-07,United States,42,Female,Laptop,1 Month
1690,1691,Basic,3.0,2022-05-11,2023-05-07,United States,27,Female,Smart TV,1 Month
1691,1692,Basic,24.990000000000002,2022-05-11,2023-06-07,Canada,41,Female,Tablet,12 Months
1692,1693,Standard,4.2,2022-03-11,2023-07-07,United Kingdom,41,Female,Tablet,1 Month
1693,1694,Basic,24.990000000000002,2022-10-27,2023-07-07,Australia,49,Male,Laptop,12 Months
1694,1695,Basic,24.990000000000002,2022-10-24,2023-04-07,Germany,28,Female,Smartphone,12 Months
1695,1696,Basic,24.990000000000002,2022-10-17,2023-07-07,France,44,Male,Laptop,12 Months
1696,1697,Premium,62.475,2022-06-10,2023-07-07,Brazil,47,Female,Tablet,12 Months
1697,1698,Basic,24.990000000000002,2022-09-18,2023-06-07,Mexico,29,Male,Tablet,12 Months
1698,1699,Basic,3.0,2022-09-17,2023-04-07,Spain,31,Female,Laptop,1 Month
1699,1700,Basic,3.0,2022-09-13,2023-08-07,Italy,28,Female,Smart TV,1 Month
1700,1701,Basic,3.0,2022-09-09,2023-07-07,Spain,32,Male,Smart TV,1 Month
1701,1702,Basic,3.0,2022-02-09,2023-07-07,Spain,43,Male,Smartphone,1 Month
1702,1703,Basic,3.0,2022-01-09,2023-06-07,United States,48,Male,Smart TV,1 Month
1703,1704,Basic,24.990000000000002,2022-08-16,2023-07-07,Canada,28,Male,Laptop,12 Months
1704,1705,Standard,4.2,2022-08-17,2023-07-07,United States,31,Female,Tablet,1 Month
1705,1706,Basic,3.0,2022-07-29,2023-07-07,United States,47,Male,Laptop,1 Month
1706,1707,Basic,3.0,2022-07-28,2023-06-07,Canada,39,Female,Smartphone,1 Month
1707,1708,Basic,24.990000000000002,2022-07-25,2023-07-07,United Kingdom,35,Male,Smartphone,12 Months
1708,1709,Basic,24.990000000000002,2022-07-26,2023-06-07,Australia,42,Female,Smartphone,12 Months
1709,1710,Basic,3.0,2022-07-17,2023-07-07,Germany,30,Male,Smart TV,1 Month
1710,1711,Basic,24.990000000000002,2022-07-16,2023-06-07,France,34,Male,Smartphone,12 Months
1711,1712,Basic,3.0,2022-07-17,2023-09-07,Brazil,35,Male,Smartphone,1 Month
1712,1713,Standard,34.986000000000004,2022-07-16,2023-06-07,Mexico,31,Female,Tablet,12 Months
1713,1714,Premium,62.475,2022-07-16,2023-07-07,Spain,36,Female,Tablet,12 Months
1714,1715,Basic,24.990000000000002,2022-12-07,2023-06-07,Italy,31,Female,Laptop,12 Months
1715,1716,Basic,3.0,2022-10-07,2023-09-07,Spain,32,Male,Smart TV,1 Month
1716,1717,Basic,24.990000000000002,2022-08-07,2023-07-07,Spain,46,Female,Smartphone,12 Months
1717,1718,Basic,24.990000000000002,2022-06-29,2023-07-07,United States,30,Male,Tablet,12 Months
1718,1719,Basic,24.990000000000002,2022-06-29,2023-06-07,Canada,46,Male,Laptop,12 Months
1719,1720,Basic,24.990000000000002,2022-06-28,2023-08-07,United States,44,Female,Tablet,12 Months
1720,1721,Basic,3.0,2022-06-29,2023-06-07,United States,34,Male,Tablet,1 Month
1721,1722,Basic,24.990000000000002,2022-01-07,2023-08-07,Canada,31,Male,Tablet,12 Months
1722,1723,Basic,3.0,2022-02-07,2023-06-07,United Kingdom,34,Male,Smart TV,1 Month
1723,1724,Basic,24.990000000000002,2022-04-07,2023-08-07,Australia,28,Male,Laptop,12 Months
1724,1725,Premium,62.475,2022-08-07,2023-07-07,Germany,36,Female,Smartphone,12 Months
1725,1726,Basic,24.990000000000002,2022-07-20,2023-09-07,France,48,Female,Laptop,12 Months
1726,1727,Basic,3.0,2022-07-23,2023-06-07,Brazil,40,Male,Smartphone,1 Month
1727,1728,Basic,3.0,2022-07-26,2023-07-07,Mexico,35,Male,Smartphone,1 Month
1728,1729,Basic,24.990000000000002,2022-07-30,2023-07-07,Spain,41,Male,Laptop,12 Months
1729,1730,Standard,34.986000000000004,2022-08-08,2023-08-07,Italy,28,Female,Smartphone,12 Months
1730,1731,Basic,24.990000000000002,2022-08-13,2023-05-07,Spain,37,Male,Tablet,12 Months
1731,1732,Basic,24.990000000000002,2022-08-14,2023-07-07,Spain,33,Male,Smartphone,12 Months
1732,1733,Basic,24.990000000000002,2022-08-16,2023-06-07,United States,27,Female,Tablet,12 Months
1733,1734,Basic,3.0,2022-08-19,2023-08-07,Canada,35,Male,Tablet,1 Month
1734,1735,Basic,24.990000000000002,2022-08-27,2023-06-07,United States,27,Male,Smartphone,12 Months
1735,1736,Standard,34.986000000000004,2022-04-09,2023-07-07,United States,29,Female,Smartphone,12 Months
1736,1737,Basic,3.0,2022-05-09,2023-06-07,Canada,28,Female,Laptop,1 Month
1737,1738,Premium,62.475,2022-09-13,2023-08-07,United Kingdom,33,Female,Smartphone,12 Months
1738,1739,Premium,62.475,2022-09-16,2023-05-07,Australia,35,Female,Smartphone,12 Months
1739,1740,Standard,34.986000000000004,2022-09-18,2023-06-07,Germany,37,Female,Laptop,12 Months
1740,1741,Basic,3.0,2022-09-20,2023-06-07,France,31,Male,Smartphone,1 Month
1741,1742,Basic,24.990000000000002,2022-09-29,2023-07-07,Brazil,27,Male,Laptop,12 Months
1742,1743,Basic,3.0,2022-09-30,2023-08-07,Mexico,48,Male,Tablet,1 Month
1743,1744,Basic,3.0,2022-04-10,2023-10-07,Spain,30,Female,Smart TV,1 Month
1744,1745,Basic,24.990000000000002,2022-08-10,2023-07-07,Italy,45,Male,Tablet,12 Months
1745,1746,Basic,3.0,2022-10-10,2023-07-07,Spain,28,Male,Smart TV,1 Month
1746,1747,Basic,24.990000000000002,2022-12-10,2023-08-07,Spain,30,Female,Laptop,12 Months
1747,1748,Basic,24.990000000000002,2022-10-14,2023-10-07,United States,48,Male,Smartphone,12 Months
1748,1749,Basic,24.990000000000002,2022-10-16,2023-07-07,Canada,37,Female,Laptop,12 Months
1749,1750,Basic,24.990000000000002,2022-10-21,2023-07-07,United States,28,Female,Smartphone,12 Months
1750,1751,Basic,24.990000000000002,2022-10-23,2023-07-07,United States,43,Female,Tablet,12 Months
1751,1752,Basic,3.0,2022-10-25,2023-09-07,Canada,36,Male,Laptop,1 Month
1752,1753,Basic,3.0,2022-10-26,2023-06-07,United Kingdom,47,Male,Laptop,1 Month
1753,1754,Basic,3.0,2022-10-29,2023-07-07,Australia,42,Male,Smart TV,1 Month
1754,1755,Basic,24.990000000000002,2022-10-31,2023-07-07,Germany,50,Male,Laptop,12 Months
1755,1756,Basic,24.990000000000002,2022-02-11,2023-08-07,France,41,Male,Tablet,12 Months
1756,1757,Basic,24.990000000000002,2022-03-11,2023-05-07,Brazil,43,Male,Laptop,12 Months
1757,1758,Basic,24.990000000000002,2022-05-11,2023-07-07,Mexico,35,Male,Laptop,12 Months
1758,1759,Basic,3.0,2022-06-11,2023-07-07,Spain,51,Male,Smart TV,1 Month
1759,1760,Basic,24.990000000000002,2022-06-11,2023-07-07,Italy,35,Male,Tablet,12 Months
1760,1761,Basic,3.0,2022-07-11,2023-05-07,Spain,37,Male,Smart TV,1 Month
1761,1762,Standard,4.2,2022-04-11,2023-06-07,Spain,28,Female,Smartphone,1 Month
1762,1763,Standard,4.2,2022-02-11,2023-07-07,United States,32,Female,Smartphone,1 Month
1763,1764,Premium,62.475,2022-10-27,2023-07-07,Canada,37,Female,Tablet,12 Months
1764,1765,Basic,3.0,2022-10-18,2023-05-07,United States,37,Female,Tablet,1 Month
1765,1766,Basic,3.0,2022-07-10,2023-08-07,United States,34,Female,Smart TV,1 Month
1766,1767,Standard,34.986000000000004,2022-04-10,2023-07-07,Canada,30,Female,Tablet,12 Months
1767,1768,Basic,3.0,2022-09-17,2023-07-07,United Kingdom,35,Male,Tablet,1 Month
1768,1769,Standard,34.986000000000004,2022-09-15,2023-06-07,Australia,41,Female,Laptop,12 Months
1769,1770,Basic,24.990000000000002,2022-10-09,2023-08-07,Germany,50,Female,Tablet,12 Months
1770,1771,Basic,24.990000000000002,2022-09-09,2023-08-07,France,48,Female,Laptop,12 Months
1771,1772,Basic,3.0,2022-09-09,2023-08-07,Brazil,29,Male,Smart TV,1 Month
1772,1773,Basic,3.0,2022-07-09,2023-06-07,Mexico,37,Male,Tablet,1 Month
1773,1774,Premium,62.475,2022-08-09,2023-08-07,Spain,36,Female,Tablet,12 Months
1774,1775,Basic,24.990000000000002,2022-08-14,2023-07-07,Italy,45,Male,Tablet,12 Months
1775,1776,Standard,4.2,2022-06-08,2023-08-07,Spain,27,Female,Smart TV,1 Month
1776,1777,Basic,3.0,2022-06-08,2023-06-07,Spain,31,Female,Tablet,1 Month
1777,1778,Basic,24.990000000000002,2022-07-29,2023-09-07,United States,42,Female,Tablet,12 Months
1778,1779,Basic,24.990000000000002,2022-07-28,2023-06-07,Canada,43,Female,Smartphone,12 Months
1779,1780,Basic,3.0,2022-07-24,2023-07-07,United States,43,Male,Smart TV,1 Month
1780,1781,Basic,3.0,2022-07-22,2023-06-07,United States,35,Female,Laptop,1 Month
1781,1782,Basic,24.990000000000002,2022-07-19,2023-10-07,Canada,51,Male,Laptop,12 Months
1782,1783,Basic,3.0,2022-07-17,2023-07-07,United Kingdom,42,Female,Smartphone,1 Month
1783,1784,Basic,24.990000000000002,2022-07-16,2023-07-07,Australia,36,Male,Tablet,12 Months
1784,1785,Standard,34.986000000000004,2022-07-13,2023-07-07,Germany,50,Female,Tablet,12 Months
1785,1786,Standard,34.986000000000004,2022-07-14,2023-09-07,France,43,Female,Laptop,12 Months
1786,1787,Basic,24.990000000000002,2022-07-07,2023-07-07,Brazil,28,Male,Laptop,12 Months
1787,1788,Standard,4.2,2022-06-07,2023-09-07,Mexico,48,Female,Smart TV,1 Month
1788,1789,Premium,62.475,2022-06-30,2023-07-07,Spain,47,Female,Tablet,12 Months
1789,1790,Basic,3.0,2022-06-30,2023-09-07,Italy,31,Male,Smart TV,1 Month
1790,1791,Basic,24.990000000000002,2022-01-07,2023-06-07,Spain,45,Male,Laptop,12 Months
1791,1792,Premium,62.475,2022-02-07,2023-09-07,Spain,45,Female,Tablet,12 Months
1792,1793,Basic,3.0,2022-03-07,2023-06-07,United States,42,Female,Smart TV,1 Month
1793,1794,Premium,62.475,2022-06-07,2023-08-07,Canada,36,Female,Tablet,12 Months
1794,1795,Basic,3.0,2022-07-07,2023-07-07,United States,32,Male,Smart TV,1 Month
1795,1796,Basic,3.0,2022-07-15,2023-09-07,United States,50,Male,Tablet,1 Month
1796,1797,Basic,3.0,2022-07-17,2023-06-07,Canada,39,Male,Smart TV,1 Month
1797,1798,Basic,24.990000000000002,2022-07-26,2023-08-07,United Kingdom,51,Male,Smartphone,12 Months
1798,1799,Basic,24.990000000000002,2022-05-08,2023-07-07,Australia,49,Female,Tablet,12 Months
1799,1800,Basic,24.990000000000002,2022-12-08,2023-09-07,Germany,42,Male,Tablet,12 Months
1800,1801,Basic,24.990000000000002,2022-08-14,2023-06-07,France,46,Male,Tablet,12 Months
1801,1802,Basic,3.0,2022-08-15,2023-07-07,Brazil,30,Male,Smartphone,1 Month
1802,1803,Basic,3.0,2022-08-18,2023-07-07,Mexico,48,Male,Smart TV,1 Month
1803,1804,Standard,34.986000000000004,2022-08-21,2023-09-07,Spain,40,Female,Laptop,12 Months
1804,1805,Basic,3.0,2022-04-09,2023-06-07,Italy,50,Female,Smart TV,1 Month
1805,1806,Standard,4.2,2022-05-09,2023-07-07,Spain,49,Female,Laptop,1 Month
1806,1807,Basic,3.0,2022-08-09,2023-07-07,Spain,37,Male,Smartphone,1 Month
1807,1808,Basic,3.0,2022-09-15,2023-08-07,United States,43,Male,Laptop,1 Month
1808,1809,Standard,34.986000000000004,2022-09-17,2023-06-07,Canada,40,Female,Tablet,12 Months
1809,1810,Basic,24.990000000000002,2022-09-19,2023-09-07,United States,27,Male,Laptop,12 Months
1810,1811,Basic,3.0,2022-09-23,2023-06-07,United States,47,Male,Smart TV,1 Month
1811,1812,Basic,3.0,2022-09-26,2023-08-07,Canada,50,Male,Smartphone,1 Month
1812,1813,Premium,62.475,2022-09-30,2023-08-07,United Kingdom,31,Female,Smartphone,12 Months
